module	method	path	server_evidence	mobile_evidence	auth	role	port_status
transit_admin_route_status	POST	/api/v1/admin/routes/{id}/status	app/Http/Controllers/TransitAdminController.php	-	stateful web session	admin|transit_admin|superadmin	server-only
transit_admin_route_update	PUT	/api/v1/admin/routes/{id}	app/Http/Controllers/TransitAdminController.php	-	stateful web session	admin|transit_admin|superadmin	server-only
transit_admin_route_move	POST	/api/v1/admin/routes/{id}/move	app/Http/Controllers/TransitAdminController.php	-	stateful web session	admin|transit_admin|superadmin	server-only
transit_admin_route_combine	POST	/api/v1/admin/routes/combine	app/Http/Controllers/TransitAdminController.php	-	stateful web session	admin|transit_admin|superadmin	server-only
transit_admin_route_split	POST	/api/v1/admin/routes/split	app/Http/Controllers/TransitAdminController.php	-	stateful web session	admin|transit_admin|superadmin	server-only
transit_admin_route_stops	GET	/api/v1/admin/routes/{id}/stops	app/Http/Controllers/TransitAdminController.php	-	stateful web session	admin|transit_admin|superadmin	server-only
transit_admin_route_geojson	GET	/api/v1/admin/routes/{id}/geojson	app/Http/Controllers/TransitAdminController.php	-	stateful web session	admin|transit_admin|superadmin	server-only
transit_mobile_admin_routes	GET	/api/mobile/admin/routes	app/Http/Controllers/TransitAdminController.php	mobile/src/features/Transit/api.ts	bearer	admin|transit_admin|superadmin	implemented
transit_mobile_admin_route_logs	GET	/api/mobile/admin/routes/logs	app/Http/Controllers/TransitAdminController.php	mobile/src/features/Transit/api.ts	bearer	admin|transit_admin|superadmin	implemented
transit_mobile_admin_route_status	POST	/api/mobile/admin/routes/{id}/status	app/Http/Controllers/TransitAdminController.php	mobile/src/features/Transit/api.ts	bearer	admin|transit_admin|superadmin	implemented
transit_mobile_admin_route_update	PUT	/api/mobile/admin/routes/{id}	app/Http/Controllers/TransitAdminController.php	mobile/src/features/Transit/api.ts|mobile/src/features/Transit/admin/RouteColorSelector.tsx	bearer	admin|transit_admin|superadmin	implemented
transit_mobile_admin_route_move	POST	/api/mobile/admin/routes/{id}/move	app/Http/Controllers/TransitAdminController.php	mobile/src/features/Transit/api.ts	bearer	admin|transit_admin|superadmin	implemented
transit_mobile_admin_route_combine	POST	/api/mobile/admin/routes/combine	app/Http/Controllers/TransitAdminController.php	mobile/src/features/Transit/api.ts	bearer	admin|transit_admin|superadmin	implemented
transit_mobile_admin_route_split	POST	/api/mobile/admin/routes/split	app/Http/Controllers/TransitAdminController.php	mobile/src/features/Transit/api.ts	bearer	admin|transit_admin|superadmin	implemented
transit_mobile_admin_route_stops	GET	/api/mobile/admin/routes/{id}/stops	app/Http/Controllers/TransitAdminController.php	mobile/src/features/Transit/api.ts	bearer	admin|transit_admin|superadmin	implemented
transit_mobile_admin_route_geojson	GET	/api/mobile/admin/routes/{id}/geojson	app/Http/Controllers/TransitAdminController.php	mobile/src/features/Transit/api.ts	bearer	admin|transit_admin|superadmin	implemented
transit_admin_drafts	GET	/api/mobile/admin/transit-drafts	app/Http/Controllers/TransitAdminController.php	mobile/src/features/Transit/api.ts	bearer	admin|transit_admin|superadmin	implemented
transit_admin_approve	POST	/api/mobile/admin/transit-drafts/{id}/approve	app/Http/Controllers/TransitAdminController.php	mobile/src/features/Transit/api.ts|mobile/src/features/Transit/admin/RouteColorSelector.tsx	bearer	admin|transit_admin|superadmin	implemented
transit_admin_reject	POST	/api/mobile/admin/transit-drafts/{id}/reject	app/Http/Controllers/TransitAdminController.php	mobile/src/features/Transit/api.ts	bearer	admin|transit_admin|superadmin	implemented
map_vector_tile_manifest	GET	https://tiles.basemaps.cartocdn.com/vector/carto.streets/v1/tiles.json	-	mobile/assets/styles/dark-matter-vector.json|mobile/assets/styles/light-vector.json	public	none	declared-external
map_vector_tiles	GET	https://tiles-{a|b|c|d}.basemaps.cartocdn.com/vectortiles/carto.streets/v1/{z}/{x}/{y}.mvt	-	mobile/assets/styles/dark-matter-vector.json|mobile/assets/styles/light-vector.json	public	none	declared-external
map_light_sprite	GET	https://tiles.basemaps.cartocdn.com/gl/positron-gl-style/sprite{.json|.png}	-	mobile/assets/styles/light-vector.json	public	none	declared-external
map_dark_sprite	GET	https://tiles.basemaps.cartocdn.com/gl/dark-matter-gl-style/sprite{.json|.png}	-	mobile/assets/styles/dark-matter-vector.json	public	none	declared-external
map_glyphs	GET	/fonts/map/{fontstack}/{range}.pbf	public/fonts/map/IBM Plex Sans Arabic Regular/0-255.pbf	mobile/src/lib/maps/style.ts	public	none	implemented
auth_start	GET	/api/mobile/auth/google	app/Http/Controllers/MobileAuthController.php	mobile/src/lib/auth/browser.ts	public	none	implemented
auth_callback	GET	/api/mobile/auth/google/callback	app/Http/Controllers/MobileAuthController.php	mobile/src/lib/auth/browser.ts	OAuth transaction	none	implemented
auth_exchange	POST	/api/mobile/auth/exchange	app/Http/Controllers/MobileAuthController.php	mobile/src/lib/auth/api.ts	single-use code and PKCE	none	implemented
auth_user	GET	/api/mobile/user	app/Http/Controllers/MobileAuthController.php	mobile/src/lib/auth/api.ts	bearer	none	implemented
auth_logout	POST	/api/mobile/logout	app/Http/Controllers/MobileAuthController.php	mobile/src/lib/auth/api.ts	bearer	none	implemented
account	GET	/api/mobile/account	app/Http/Controllers/Mobile/AccountController.php	mobile/src/features/Dashboard/api.ts	bearer	none	implemented
account_update	PATCH	/api/mobile/account	app/Http/Controllers/Mobile/AccountController.php	mobile/src/features/Dashboard/api.ts	bearer	none	implemented
account_settings	PATCH	/api/mobile/account/settings	app/Http/Controllers/Mobile/AccountController.php	mobile/src/lib/auth/accountSettings.ts	bearer	none	implemented
account_avatar	POST	/api/mobile/account/avatar	app/Http/Controllers/Mobile/AccountController.php	mobile/src/features/Dashboard/api.ts	bearer	none	implemented
account_delete	DELETE	/api/mobile/account	app/Http/Controllers/Mobile/AccountController.php	mobile/src/features/Dashboard/api.ts	bearer	none	implemented
account_draft_withdraw	DELETE	/api/mobile/account/transit-drafts/{id}	app/Http/Controllers/Mobile/AccountController.php	mobile/src/features/Dashboard/api.ts	bearer	owner	implemented
guess_who_categories	GET	/api/mobile/guess-who/categories	app/Http/Controllers/Mobile/GuessWhoController.php	mobile/src/features/GuessWho/api.ts	public	none	implemented
guess_who_session	POST	/api/mobile/guess-who/sessions	app/Http/Controllers/Mobile/GuessWhoController.php	mobile/src/features/GuessWho/api.ts	public	none	implemented
guess_who_room	GET	/api/mobile/guess-who/rooms/{roomCode}	app/Http/Controllers/Mobile/GuessWhoController.php	mobile/src/features/GuessWho/api.ts	bound room session	none	implemented
guess_who_create	POST	/api/mobile/guess-who/rooms	app/Http/Controllers/Mobile/GuessWhoController.php	mobile/src/features/GuessWho/api.ts	unbound room session	none	implemented
guess_who_join	POST	/api/mobile/guess-who/rooms/{roomCode}/join	app/Http/Controllers/Mobile/GuessWhoController.php	mobile/src/features/GuessWho/api.ts	unbound room session	none	implemented
guess_who_signal	POST	/api/mobile/guess-who/rooms/{roomCode}/signal	app/Http/Controllers/Mobile/GuessWhoController.php	mobile/src/features/GuessWho/api.ts	bound room session	none	implemented
guess_who_presence_auth	POST	/api/mobile/guess-who/broadcasting/auth	app/Http/Controllers/Mobile/GuessWhoController.php	mobile/src/features/GuessWho/presence.ts	bound room session	none	implemented
guess_who_realtime_config	GET	/api/mobile/realtime	app/Http/Controllers/Mobile/GuessWhoController.php	mobile/src/features/GuessWho/api.ts	public	none	implemented
guess_who_realtime	WS	ws(s)://{reverbHost}:{reverbPort}/app/{reverbKey}	config/broadcasting.php	mobile/src/lib/realtime.ts	bound room session	none	implemented
guess_who_turn	POST	/api/mobile/guess-who/turn-credentials	app/Http/Controllers/Mobile/GuessWhoController.php	mobile/src/features/GuessWho/api.ts	bound room session	none	implemented
admin_polls_list	GET	/api/mobile/admin/polls	app/Http/Controllers/Mobile/PollController.php	mobile/src/components/admin/api.ts|mobile/src/lib/api/polls.ts	bearer	admin|superadmin	implemented
admin_polls_detail	GET	/api/mobile/admin/polls/{id}	app/Http/Controllers/Mobile/PollController.php	mobile/src/components/admin/api.ts	bearer	admin|superadmin	implemented
admin_polls_create	POST	/api/mobile/admin/polls	app/Http/Controllers/Mobile/PollController.php	mobile/src/components/admin/api.ts	bearer	admin|superadmin	implemented
admin_polls_update	PUT	/api/mobile/admin/polls/{id}	app/Http/Controllers/Mobile/PollController.php	mobile/src/components/admin/api.ts	bearer	admin|superadmin	implemented
admin_polls_delete	DELETE	/api/mobile/admin/polls/{id}	app/Http/Controllers/Mobile/PollController.php	mobile/src/components/admin/api.ts	bearer	admin|superadmin	implemented
admin_candidates_create	POST	/api/mobile/admin/candidates	app/Http/Controllers/Mobile/PollController.php	mobile/src/components/admin/api.ts	bearer	admin|superadmin	implemented
admin_candidates_update	PUT	/api/mobile/admin/candidates/{id}	app/Http/Controllers/Mobile/PollController.php	mobile/src/components/admin/api.ts	bearer	admin|superadmin	implemented
admin_candidates_delete	DELETE	/api/mobile/admin/candidates/{id}	app/Http/Controllers/Mobile/PollController.php	mobile/src/components/admin/api.ts	bearer	admin|superadmin	implemented
admin_candidates_archive	PATCH	/api/mobile/admin/candidates/{id}/archive	app/Http/Controllers/Mobile/PollController.php	mobile/src/components/admin/api.ts	bearer	admin|superadmin	implemented
admin_candidates_restore	PATCH	/api/mobile/admin/candidates/{id}/restore	app/Http/Controllers/Mobile/PollController.php	mobile/src/components/admin/api.ts	bearer	admin|superadmin	implemented
